age,annual_income,employment_years,monthly_expenses,savings_balance,credit_score,active_loans,delayed_payments,total_debt,loan_amount,loan_purpose,residence_type,dependents,debt_to_income,loan_to_income,expense_to_income,savings_to_loan_ratio,target_risk_class
69,49255,40,1231,15324,472,2,0,92690,326431,Education,Owned,1,1.8818012018840344,6.627233230469384,0.29990254994315413,0.046943927065973924,Fraud Suspected
40,126598,18,2910,18504,579,0,1,0,117138,Personal,Mortgaged,1,0.0,0.9252679721008855,0.27583156265057385,0.1579661769350942,Medium Risk
28,48873,9,2133,1359,810,1,0,31812,23508,Personal,Owned,4,0.6508982280967386,0.4809919384539837,0.5237140401849654,0.0578076481347569,Medium Risk
38,52714,20,2357,1768,663,2,4,13656,326057,Business,Mortgaged,4,0.25905340036042873,6.185279332258371,0.5365455752632078,0.005422348171184268,High Risk
67,123481,40,7961,3179312,439,2,0,15050,132842,Debt Consolidation,Mortgaged,0,0.12188011208111303,1.075800521533503,0.77365122042079,23.93285306715446,Medium Risk
43,41707,24,781,7822,369,0,1,0,303938,Business,Mortgaged,2,0.0,7.287283015248873,0.22470509254819218,0.02573542717453173,High Risk
56,67543,38,3867,52507,367,0,2,0,119334,Education,Owned,2,0.0,1.7667594456946583,0.6870188321686604,0.4399966480915071,High Risk
72,41430,40,1563,55235,361,1,1,36787,269403,Auto,Owned,0,0.8879100190678477,6.502449856387729,0.452704496632956,0.20502665142314144,Fraud Suspected
56,124945,34,6186,5069,695,1,0,18473,490217,Personal,Rented,2,0.14784787027996094,3.9234309221583725,0.5941126566676804,0.010340297581892137,Low Risk
41,72945,21,2009,16654,374,0,1,0,301142,Auto,Rented,4,0.0,4.128286677816467,0.3304910481726208,0.0553026303118452,High Risk
48,96213,29,3611,19277,578,3,0,57408,406597,Business,Rented,2,0.596669923295986,4.225965036273307,0.45037104787245097,0.04741046438988879,High Risk
32,46411,10,2388,3062,335,3,0,71202,106172,Education,Owned,0,1.5341291045419287,2.2875980349909506,0.6174265276221667,0.02883972384692907,Fraud Suspected
29,75790,9,1473,3842,745,4,0,17868,429013,Debt Consolidation,Owned,1,0.23575358551806944,5.660474198783497,0.23322030320222717,0.008955418704284708,Low Risk
41,39646,20,2587,32966,677,3,0,8229,424955,Auto,Owned,0,0.20755668776956643,10.718465457663884,0.7830100638131511,0.07757509012697786,Low Risk
44,113531,23,4333,3343,312,3,2,107382,373276,Business,Rented,4,0.945830250502061,3.287848359933763,0.4579854138040376,0.008955815654326411,Fraud Suspected
44,78281,25,4329,7012,704,1,0,2389,429161,Education,Owned,0,0.030517871285863928,5.482243683094453,0.6636008277765003,0.01633881844152092,Low Risk
21,59916,0,1123,34269,629,7,0,236614,390505,Business,Owned,1,3.9490294907956005,6.517432448220037,0.2249111270590984,0.08775537379707354,High Risk
41,54045,20,1606,4263,341,1,2,13823,240800,Personal,Rented,2,0.2557636087777079,4.455463864115753,0.3565851311845465,0.01770341485292835,High Risk
32,52577,14,2492,3768,383,2,0,69728,240952,Personal,Rented,3,1.3261820533302902,4.5827532428011715,0.5687549925824489,0.015637904487597165,Fraud Suspected
55,56528,36,2181,4688,329,1,0,45740,412009,Business,Rented,2,0.8091422101929983,7.288453714022891,0.46298360133736666,0.011378364602800903,Fraud Suspected
52,56765,33,2640,6584,705,2,0,65550,64339,Business,Owned,4,1.1547405136877709,1.1334073212838671,0.5580805411690096,0.10233136462542741,High Risk
31,75501,10,3505,674,746,1,0,57402,24991,Debt Consolidation,Rented,1,0.7602712510926863,0.3309978543614739,0.5570713358586528,0.02696862996158771,High Risk
30,71056,11,2860,14886,632,1,0,18597,421562,Auto,Mortgaged,0,0.261719464655136,5.9327300617813865,0.48299252712611,0.0353114481109585,Low Risk
38,40324,16,2245,2214,781,0,1,0,53122,Business,Rented,4,0.0,1.3173465592064477,0.6680719156850589,0.041676863128964854,Medium Risk
31,93168,12,2021,27960,325,1,1,50211,140437,Auto,Rented,0,0.5389238909937855,1.5073361311165732,0.26030117313698764,0.19909141400475655,High Risk
54,46500,34,1958,293449,794,3,0,112131,239160,Business,Owned,4,2.4113674974731727,5.143115201823616,0.5052794563557773,1.2269935315540577,High Risk
62,44593,40,1959,15635,714,1,1,54741,269520,Personal,Rented,1,1.227541821769745,6.043862403013859,0.527156119657353,0.05801032201572419,High Risk
33,104464,12,4356,43856,440,1,0,40389,53832,Education,Rented,3,0.3866270999856411,0.5153113482984731,0.5003781170727037,0.8146675830810098,Medium Risk
43,43796,21,2378,4405,482,5,0,284175,272995,Auto,Mortgaged,2,6.488458113569423,6.233189487864466,0.651551476128502,0.016135767557033803,Fraud Suspected
72,111347,40,3609,879,574,3,0,155655,86173,Business,Owned,0,1.3979146459747818,0.7739070302115889,0.3889427740058196,0.010200292431591896,Fraud Suspected
22,18766,0,585,1105,515,3,0,23385,45743,Home,Owned,0,1.246070229658443,2.4374167421537805,0.37406085149464485,0.0241561734872333,Fraud Suspected
27,70053,9,3858,26577,344,1,0,44843,481474,Debt Consolidation,Rented,2,0.6401204784880236,6.872898050075656,0.6608616210352014,0.05519912768056493,High Risk
20,64647,0,3216,538,675,1,1,39049,34156,Home,Mortgaged,4,0.6040248731592625,0.5283380769706719,0.5969558222992204,0.01575079778669087,High Risk
42,128471,24,3910,1189,585,0,0,0,245721,Home,Rented,3,0.0,1.912642443489632,0.36521576685970486,0.00483880157250877,Medium Risk
38,53435,20,2902,96839,484,2,0,77756,200650,Business,Mortgaged,2,1.455123886518452,3.7549592035331987,0.651695486189086,0.4826240586889674,Fraud Suspected
38,44585,20,2038,4120,799,2,0,111772,413646,Auto,Mortgaged,2,2.5068855694612657,9.277486206432512,0.5485129861391468,0.00996018344143678,High Risk
33,46067,14,1389,5500,365,2,0,93492,266887,Education,Owned,1,2.029434748632456,5.793327255361639,0.3618129721281584,0.020607895446779174,Fraud Suspected
45,127421,25,4527,10216,328,2,0,112528,479641,Home,Rented,4,0.883112806265794,3.7641929964998195,0.4263314027405001,0.021299219000838126,Fraud Suspected
32,39537,12,717,22543,743,2,3,106808,333545,Personal,Mortgaged,2,2.701401183671405,8.436061510445647,0.2176134351762861,0.06758588020842703,Fraud Suspected
52,51338,33,1897,3305,626,3,2,114591,390413,Home,Owned,0,2.2320458131245253,7.604608582169501,0.44340559808332847,0.0084653726556937,High Risk
51,74668,30,1452,40152,334,3,0,124965,237978,Business,Rented,3,1.6735860932917275,3.1871057600878543,0.23334985067430927,0.16872076947965997,Fraud Suspected
64,85988,40,5725,2618,817,0,1,0,464766,Debt Consolidation,Owned,1,0.0,5.404947144402191,0.7989393992254823,0.005632930048820162,Medium Risk
63,84242,40,3851,3344,649,1,0,26227,332162,Education,Rented,1,0.31132557007703904,3.9429032679273055,0.5485559631067269,0.01006734645339788,Low Risk
35,160887,15,3503,143,775,4,0,226704,153393,Home,Rented,2,1.4090796081746308,0.9534147978718115,0.2612749241708518,0.0009322398529277546,High Risk
70,68863,40,2162,671,590,4,0,104772,173810,Personal,Rented,1,1.5214335501858736,2.5239602695167287,0.3767425650557621,0.0038605151572685273,Fraud Suspected
45,36997,25,1306,4490,307,0,1,0,89181,Auto,Rented,3,0.0,2.410427590680577,0.42359046434942427,0.050346482474041845,High Risk
31,49202,12,829,8443,471,4,0,181760,111150,Debt Consolidation,Owned,2,3.694083694083694,2.259008597036766,0.2021827937320895,0.07595973045676602,Fraud Suspected
48,53265,26,2109,3012,547,3,0,153906,176369,Education,Rented,0,2.8893853490031165,3.3110990125032855,0.4751248451169602,0.017077734308555876,Fraud Suspected
38,73823,16,4506,41487,738,0,0,0,407374,Education,Owned,0,0.0,5.51817837017772,0.732444733420026,0.10183982816814974,Low Risk
74,167007,40,3067,40580,415,1,0,44969,200813,Debt Consolidation,Rented,2,0.26926255029699175,1.2024154531519449,0.22037267675799962,0.20207754439431513,Medium Risk
27,52442,5,3196,4107,598,3,1,131691,289373,Home,Mortgaged,2,2.5111263657685488,5.5178574833628895,0.731308277558492,0.014192705633539986,Fraud Suspected
26,25060,6,775,31033,610,6,1,220266,304749,Business,Rented,4,8.789194365747576,12.160288895095967,0.37109452934838993,0.10183100902379,High Risk
68,50299,40,3117,31367,352,2,0,82814,189304,Debt Consolidation,Owned,1,1.6464015904572564,3.763499005964215,0.7436182902584493,0.16569557063997253,Fraud Suspected
54,133509,33,3248,20027,729,0,0,0,427057,Auto,Mortgaged,4,0.0,3.1986892367612914,0.2919331885252041,0.04689526949501004,Low Risk
59,15157,37,476,63427,416,1,0,16460,443458,Debt Consolidation,Rented,1,1.085895236838633,29.25570655759335,0.376830716453358,0.14302787856374546,Fraud Suspected
28,220685,7,11571,836,746,0,0,0,462933,Education,Owned,1,0.0,2.0976998994045837,0.6291835458524782,0.001805872975413342,Low Risk
73,72698,40,1432,2394,455,0,1,0,261103,Debt Consolidation,Mortgaged,3,0.0,3.5915624699101776,0.23637188957207114,0.009168760340707151,High Risk
28,45430,6,1187,12404,750,1,1,38956,41224,Home,Mortgaged,4,0.8574761726574366,0.9073980321806696,0.3135304087517334,0.3008853850818678,High Risk
35,75201,15,1976,5532,547,1,1,15272,419461,Education,Mortgaged,1,0.203079705326986,5.5777904842956305,0.31531076301162203,0.013188322184131102,Medium Risk
44,79419,26,1946,98613,382,4,1,50820,267453,Business,Rented,0,0.6398891966759003,3.3675774364140016,0.29403173004281036,0.36871013333133923,High Risk
37,88870,15,5427,1673,403,1,1,42914,182266,Home,Owned,1,0.48287967953550653,2.050905244680492,0.7327924744854902,0.009178842028452764,Fraud Suspected
52,52224,34,2399,7394,554,2,0,62330,437971,Debt Consolidation,Mortgaged,1,1.1934897079942557,8.386232647199616,0.5512302537099091,0.0168823577762962,High Risk
49,49945,29,3026,81988,550,1,1,15127,171064,Education,Mortgaged,1,0.3028670964641813,3.424978977295479,0.7270251872021783,0.47927980592172564,Medium Risk
53,78320,31,4168,4052,767,0,1,0,223899,Home,Owned,2,0.0,2.8587352051174015,0.6386026736124412,0.01809736489504243,Medium Risk
47,69806,27,4288,10668,729,2,3,53472,15220,Debt Consolidation,Mortgaged,0,0.765997679315828,0.21802971048748693,0.7371180540633461,0.7008737927862821,Fraud Suspected
66,91529,40,1573,1638,725,3,0,139095,130542,Home,Owned,2,1.5196656833824975,1.4262209111766635,0.20622746640445755,0.012547589683092927,High Risk
72,75386,40,3194,17559,742,0,1,0,481198,Business,Rented,4,0.0,6.383036863119636,0.5084165704962395,0.036490100769120466,Low Risk
32,66510,12,1267,45946,787,2,0,23030,122413,Education,Rented,1,0.34625851362932447,1.840492550104494,0.22859376644464827,0.37533288676131815,Low Risk
58,75552,36,1692,1587,763,3,2,177006,138730,Home,Rented,1,2.3428057125461597,1.8361944595184838,0.2687385014493137,0.011439404314825093,High Risk
32,43363,12,883,2188,449,0,0,0,188135,Auto,Mortgaged,3,0.0,4.338506595332534,0.24435015219998155,0.011629884764213122,High Risk
30,29222,12,1490,5189,487,2,0,42234,348380,Debt Consolidation,Rented,1,1.445231495739657,11.921431748964856,0.6118468329740273,0.014894612507570733,Fraud Suspected
38,30122,20,703,1313,465,2,0,10472,470862,Personal,Mortgaged,1,0.3476413371842114,15.631311622348372,0.2800517876705507,0.0027884968663921352,High Risk
36,30954,18,1669,96419,534,1,1,9238,397845,Business,Owned,4,0.2984332094976579,12.852366338232919,0.6470037150702633,0.24235256858181306,Medium Risk
32,44145,13,1641,6114,722,2,0,43660,209651,Personal,Rented,0,0.9889910750690889,4.749037285371268,0.4460653286821003,0.029162612329002347,High Risk
59,27141,40,1688,3796,433,1,0,49911,401356,Debt Consolidation,Owned,2,1.8388843858227102,14.787266966325252,0.7462972514921524,0.00945791402666454,Fraud Suspected
22,54401,3,3150,60347,329,2,1,113862,117652,Home,Owned,0,2.092974522995478,2.162641079372082,0.6948273960516157,0.5129235973583334,Fraud Suspected
63,54828,40,3390,272852,310,2,0,74458,113772,Auto,Owned,0,1.3580039759981033,2.0750332853052216,0.7419431322840103,2.3982139875014283,Fraud Suspected
52,84553,30,3522,6280,623,1,2,42022,8369,Home,Rented,4,0.4969841757929844,0.09897816779809353,0.4998462520992502,0.7502986857825568,Medium Risk
52,23101,33,1292,15400,603,4,1,201764,96131,Education,Owned,2,8.733616137130984,4.16115487836551,0.6711107263440395,0.16019639662131235,High Risk
33,41609,14,1187,14080,401,1,0,47014,348664,Education,Owned,4,1.1298726267724104,8.379331891372265,0.34232155731795244,0.04038260221129164,Fraud Suspected
64,184436,40,5929,3098,495,4,1,28256,161077,Personal,Rented,1,0.15320136415144467,0.8733442855826109,0.38575773841474326,0.019232918213536298,High Risk
68,33769,40,902,12364,476,2,0,10790,209705,Home,Mortgaged,4,0.3195143618596387,6.209801599052414,0.3205211726384365,0.058958732701973236,Medium Risk
34,74458,16,3868,1246,349,1,0,53564,367925,Auto,Mortgaged,1,0.7193757638431889,4.941309982675029,0.6233766233766234,0.003386550556361877,Fraud Suspected
36,106924,17,6875,52029,455,4,2,30692,462251,Business,Mortgaged,1,0.28704231938274494,4.32313303717559,0.7715688566752397,0.11255548921367566,High Risk
21,100177,0,5754,206960,821,2,0,48118,234727,Home,Owned,3,0.480325021461798,2.343099283275769,0.6892531294296153,0.8817013735046522,Medium Risk
52,114923,33,4158,22853,784,3,0,176097,56903,Business,Mortgaged,4,1.5322909052939333,0.4951359159096446,0.4341651874282134,0.40160621397441304,High Risk
57,53040,36,2128,6164,441,0,0,0,155175,Debt Consolidation,Rented,0,0.0,2.925567014196565,0.48143888689881414,0.039722637521266174,Medium Risk
63,76717,40,3257,1376,786,1,0,36973,101806,Home,Mortgaged,3,0.48193383560572484,1.3270158241872834,0.5094501942177846,0.013515770035459252,Medium Risk
51,88880,29,1743,37296,494,0,1,0,97880,Education,Rented,4,0.0,1.1012477357365467,0.23532588517230904,0.38103411285131944,High Risk
42,28433,23,634,579,713,2,1,119716,244809,Debt Consolidation,Owned,1,4.210311598790181,8.609727790673137,0.2675669972568052,0.00236509946489114,High Risk
66,60226,40,3805,147,446,3,0,171495,470358,Personal,Owned,1,2.8474770451790725,7.809753100768758,0.7581317349361582,0.000312527239831703,Fraud Suspected
45,118281,25,4389,35515,834,1,1,43218,497829,Business,Rented,0,0.36538103853502646,4.208831436735936,0.4452748516257757,0.07133961392443204,Low Risk
47,63705,27,3043,18519,770,1,0,34170,241070,Education,Owned,2,0.5363702006090478,3.7841019684174175,0.573195617367281,0.07681969212389711,Medium Risk
42,58414,23,1517,1875,731,2,0,65768,222997,Home,Rented,4,1.125875203286827,3.8174612685098004,0.31163228622785244,0.008408147158270478,High Risk
63,59377,40,2555,8078,752,1,0,6453,347086,Auto,Rented,4,0.10867661423422817,5.845363602681128,0.516352857960861,0.02327370371117328,Low Risk
69,84107,40,4717,15673,630,2,1,53396,225502,Home,Rented,1,0.6348504303990108,2.681100489846388,0.6729918675988016,0.06950240129843062,Medium Risk
72,59043,40,1111,26185,827,1,1,55812,350669,Business,Mortgaged,0,0.9452611611679426,5.939113203712486,0.225797710182237,0.0746713434282944,High Risk
40,176977,20,4864,17708,337,2,0,62440,47671,Business,Mortgaged,3,0.3528122139474963,0.2693611635344506,0.32980370441523804,0.3714549421043799,Medium Risk
57,107242,39,3598,1370,341,0,0,0,12167,Business,Owned,3,0.0,0.11345262627863824,0.40259970347715,0.11259040105193951,High Risk
69,117238,40,4172,10345,595,3,0,20304,209186,Business,Owned,2,0.17318469110108412,1.7842697395917742,0.4270251366865975,0.049453359912422855,Medium Risk
41,51905,19,3334,28245,721,3,1,26625,38419,Personal,Mortgaged,0,0.5129464801757022,0.7401649134974763,0.7707779447462721,0.7351639770952629,Medium Risk
29,95413,8,5533,26945,731,2,2,78968,104589,Home,Mortgaged,4,0.8276353574947073,1.0961598926782232,0.6958727230804703,0.2576250119514294,High Risk
22,107143,2,1867,686,456,2,1,39634,179010,Home,Mortgaged,4,0.3699133875905324,1.6707421787500933,0.20910176958112447,0.0038321667383568606,High Risk
62,36037,40,692,12099,358,0,1,0,98812,Personal,Owned,0,0.0,2.7418835673455795,0.23042344192241523,0.12244340319593576,High Risk
45,121614,27,6214,1719,779,1,1,34550,207974,Personal,Mortgaged,3,0.2840932450766764,1.7101015499732763,0.613148049171566,0.008265416516408223,Medium Risk
30,36755,9,928,9178,444,3,0,6966,382936,Business,Rented,2,0.18952007835455437,10.418326259658286,0.3029709435194254,0.02396738889164536,Medium Risk
44,48126,25,1373,18500,656,2,0,71566,18120,Personal,Mortgaged,0,1.4870239158892098,0.37650383360691503,0.3423442142664201,1.0209149605430163,High Risk
70,46146,40,2393,11206,630,0,0,0,318195,Personal,Mortgaged,1,0.0,6.895247795089605,0.6222723037250526,0.03521728745804473,Low Risk
72,93667,40,2492,664,510,3,0,48240,91999,Home,Owned,4,0.5150104624845198,0.9821817483025153,0.3192552419182645,0.007217391304347826,High Risk
26,35644,4,1155,4196,826,3,2,140262,116921,Debt Consolidation,Owned,2,3.9349698414924954,3.2801514938981624,0.3888343386169168,0.035887172645011206,High Risk
29,33258,7,742,4665,382,1,1,5495,278719,Personal,Mortgaged,0,0.16521843711476591,8.380257975284886,0.2677170089299137,0.01673722732491389,High Risk
56,41734,35,2386,5801,348,1,2,4699,74958,Home,Owned,2,0.11259135018569547,1.7960464837666228,0.6860428896609561,0.07738897263837564,High Risk
67,135918,40,6582,5576,833,1,0,26269,451148,Education,Mortgaged,3,0.19326952081754575,3.3192416071336606,0.5811108086433832,0.012359553052317528,Low Risk
33,161112,15,3017,26961,451,4,0,67964,59412,Auto,Mortgaged,2,0.42184057152433385,0.36875981454010537,0.22471184820591758,0.45378957467220976,High Risk
71,237453,40,7424,10872,307,1,0,10387,410545,Education,Mortgaged,2,0.04374320921104719,1.7289453957398064,0.37518003486991164,0.026481807154374905,Medium Risk
33,39977,14,2445,458815,336,3,2,118908,60099,Debt Consolidation,Owned,0,2.9743358847366053,1.5033018159987994,0.7339036470058532,7.6341930116472545,Fraud Suspected
48,29520,27,862,5029,804,0,0,0,494161,Education,Mortgaged,2,0.0,16.73930422411165,0.3503946343281054,0.010176824604077206,Low Risk
37,35189,16,2125,2252,640,1,0,51370,31173,Home,Owned,1,1.459789712986644,0.885848252344416,0.7246376811594203,0.072239686918586,High Risk
26,46563,5,2214,4015,651,3,0,81318,409354,Home,Owned,3,1.746370586719354,8.791212095180827,0.5705695386994244,0.009808112762760928,High Risk
57,82727,38,2966,289,583,2,0,73692,267860,Debt Consolidation,Mortgaged,3,0.8907745865970409,3.2378396673435836,0.4302291847983754,0.0010789177969170577,Fraud Suspected
70,94518,40,1846,2024,630,4,2,166112,413354,Home,Rented,3,1.7574455929495656,4.3732371269268615,0.23436557729133825,0.004896517521258966,High Risk
32,26271,10,849,879,436,1,0,46992,227478,Personal,Mortgaged,2,1.7886723507917175,8.658571863580999,0.38778928136419,0.0038640929492392705,Fraud Suspected
62,33279,40,731,1354,486,5,0,188890,354343,Business,Mortgaged,4,5.67578125,10.647325721153846,0.26358173076923075,0.003821145553473461,Fraud Suspected
55,189737,36,6892,11589,726,2,0,114432,132143,Home,Owned,0,0.6031053347247257,0.6964498413601914,0.43588527337697247,0.08769978205593898,Medium Risk
